sample_size,sample_method,kernel,alpha,MSE of GPR,MSE of LS Paraboloid Fit,Integral Absolute Error of GPR,Integral Absolute Error of LS Paraboloid Fit
20,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-10,0.003814207742888222,0.00984471484031229,3.515391795590306,9.980894334022231
20,systematic,"0.316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-09,0.0038141840516659215,0.00984471484031229,3.5153838883934623,9.980894334022231
20,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-05,0.0036588830331658346,0.00984471484031229,3.4579394582820746,9.980894334022231
20,systematic,"1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-20,0.003814210457272725,0.00984471484031229,3.5153927165955245,9.980894334022231
20,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-06,0.0037911738984314027,0.00984471484031229,3.5074205953967637,9.980894334022231
20,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-05,0.0036588830358623026,0.00984471484031229,3.457939475870699,9.980894334022231
20,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-15,0.00381420961925514,0.00984471484031229,3.5153924795396128,9.980894334022231
20,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-15,0.003814209770827078,0.00984471484031229,3.5153925873248104,9.980894334022231
20,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.0030973595346187304,0.00984471484031229,3.2204302544017294,9.980894334022231
20,systematic,"1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-10,0.003814207543337053,0.00984471484031229,3.515391741376538,9.980894334022231
20,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-06,0.003791173878110369,0.00984471484031229,3.507420590870825,9.980894334022231
20,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0006742475124351132,0.00984471484031229,2.3807728969588835,9.980894334022231
20,systematic,"1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-10,0.003814207388679944,0.00984471484031229,3.515391678968525,9.980894334022231
20,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-15,0.0038142099398162654,0.00984471484031229,3.515392565827121,9.980894334022231
20,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.01,0.0030252782141670913,0.00984471484031229,5.004417040200779,9.980894334022231
20,systematic,"0.316**2 * RBF(length_scale=[0.1, 1.8e+06])",100,0.6521035332525783,0.00984471484031229,87.59746657194805,9.980894334022231
20,systematic,"22.4**2 * RBF(length_scale=[0.1, 1.8e+06])",0.01,0.0030252789421564164,0.00984471484031229,5.0044176394068405,9.980894334022231
20,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-08,0.0038139647970940917,0.00984471484031229,3.5153086897151242,9.980894334022231
20,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.1,0.013981713396990659,0.00984471484031229,11.560652024546087,9.980894334022231
20,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-15,0.0038142108070631396,0.00984471484031229,3.5153928113131787,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0006742474710169405,0.00984471484031229,2.3807730090979815,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0006742472989948996,0.00984471484031229,2.380772626225939,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0006742473551373624,0.00984471484031229,2.380773190203499,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0006742472515607473,0.00984471484031229,2.380772834493481,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",1,0.08614413067812254,0.00984471484031229,28.019099982990692,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",10,0.6520973169495484,0.00984471484031229,87.59700143938451,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-07,0.0038117762309756806,0.00984471484031229,3.51455894230714,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0006742475479605411,0.00984471484031229,2.380772896784664,9.980894334022231
20,systematic,"22.4**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0006742475738682442,0.00984471484031229,2.380772903212602,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",10,0.6520980091235278,0.00984471484031229,87.59705352783882,9.980894334022231
20,systematic,"0.316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-09,0.0038141855857358182,0.00984471484031229,3.5153842234734043,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.003097359350372291,0.00984471484031229,3.2204302626297316,9.980894334022231
20,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-20,0.003814210035601821,0.00984471484031229,3.515392593642584,9.980894334022231
20,systematic,"22.4**2 * RBF(length_scale=[0.1, 1.8e+06])",100,0.6521036664524642,0.00984471484031229,87.59747694431184,9.980894334022231
20,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-08,inf,inf,inf,inf
20,systematic,"0.316**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0006742475022463966,0.00984471484031229,2.3807730005333356,9.980894334022231
