sample_size,sample_method,kernel,alpha,MSE of GPR,MSE of LS Paraboloid Fit,Integral Absolute Error of GPR,Integral Absolute Error of LS Paraboloid Fit
50,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-07,0.002088213469015379,0.0009041873032170679,11.496577304394016,8.373608045352096
50,systematic,"1**2 * RBF(length_scale=[0.1, 1.8e+06])",100,0.45647124889754065,0.0009041873032170679,244.56878540807298,8.373608045352096
50,systematic,"1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-06,0.0020778827695633567,0.0009041873032170679,11.465616609762803,8.373608045352096
50,systematic,"0.316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-08,0.002089250107425943,0.0009041873032170679,11.499735507528403,8.373608045352096
50,systematic,"22.4**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.0003892813430131985,0.0009041873032170679,5.120601429032048,8.373608045352096
50,systematic,"22.4**2 * RBF(length_scale=[0.1, 1.8e+06])",0.1,0.0025981144497343495,0.0009041873032170679,16.81471608032348,8.373608045352096
50,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-06,0.002077882831650562,0.0009041873032170679,11.465616820339344,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.0003039635419679197,0.0009041873032170679,4.560793075474511,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",100,0.4564712488975431,0.0009041873032170679,244.56878540807364,8.373608045352096
50,systematic,"1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.1,0.0025981144661832273,0.0009041873032170679,16.81471610761024,8.373608045352096
50,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-10,0.002089364137774059,0.0009041873032170679,11.500082646702904,8.373608045352096
50,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-05,0.0019788905274321636,0.0009041873032170679,11.170562368576283,8.373608045352096
50,systematic,"1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-15,0.0020893652948295416,0.0009041873032170679,11.500086157460544,8.373608045352096
50,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-07,0.002088213371005585,0.0009041873032170679,11.496576949560406,8.373608045352096
50,systematic,"1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-20,0.0020893652927499165,0.0009041873032170679,11.500086159844631,8.373608045352096
50,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-08,0.0020892500996473797,0.0009041873032170679,11.499735478264384,8.373608045352096
50,systematic,"0.316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-08,0.00208925007357351,0.0009041873032170679,11.499735379647067,8.373608045352096
50,systematic,"0.316**2 * RBF(length_scale=[0.1, 1.8e+06])",10,0.09459953021619395,0.0009041873032170679,110.13816911978182,8.373608045352096
50,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-10,0.002089363943963628,0.0009041873032170679,11.500082012630543,8.373608045352096
50,systematic,"14.1**2 * RBF(length_scale=[0.1, 1.8e+06])",10,0.09459949251181572,0.0009041873032170679,110.1381465650728,8.373608045352096
50,systematic,"22.4**2 * RBF(length_scale=[0.1, 1.8e+06])",0.001,0.00038928137265240693,0.0009041873032170679,5.12060170644688,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.00030396354365684565,0.0009041873032170679,4.560793177123661,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.0003039635390931104,0.0009041873032170679,4.560793126611107,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.00030396354398769937,0.0009041873032170679,4.560793139813691,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.0003039635473861328,0.0009041873032170679,4.560793209290609,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-09,0.0020893537454349056,0.0009041873032170679,11.500050970474915,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1,0.003726966038135911,0.0009041873032170679,19.261108865572275,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.01,0.0025648133179106895,0.0009041873032170679,16.747471607552633,8.373608045352096
50,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.00030396354759884965,0.0009041873032170679,4.560793207275855,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.00030396354671761836,0.0009041873032170679,4.560793199706798,8.373608045352096
50,systematic,"0.01**2 * RBF(length_scale=[0.1, 1.8e+06])",0.0001,0.0003039635451530156,0.0009041873032170679,4.560793259919255,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-09,0.0020893537783886955,0.0009041873032170679,11.500051113348746,8.373608045352096
50,systematic,"0.0316**2 * RBF(length_scale=[0.1, 1.8e+06])",1e-15,0.0020893653305747583,0.0009041873032170679,11.500086289520704,8.373608045352096
50,systematic,"0.1**2 * RBF(length_scale=[0.1, 1.8e+06])",1,0.0037269657596229293,0.0009041873032170679,19.261108093115652,8.373608045352096
